bpm,skin_temp,stress_level
104.26191130402063,32.242127942501384,Medium
82.95250559069804,32.00140476203601,Low
109.22545966009245,32.9834365135631,Medium
66.99954007381542,32.12664829530652,Low
70.87100001833794,32.286045706450665,Low
126.79440120721287,34.76018744507064,High
93.46673604590681,33.11189397581945,Medium
76.10799965660189,32.81693398198773,Low
74.53145217533344,31.258143635538367,Low
114.37320902726829,33.86732016817902,High
75.79792030510175,31.726072447615035,Low
93.38544740680946,33.29655062898419,Medium
104.32379570617405,33.25207912246105,High
66.34054477974769,32.181839814776325,Low
95.9839863299636,32.60085137773077,Medium
124.5042383818605,34.32486015688077,High
120.38910043684659,33.845394838912725,High
67.78805371439422,32.38736660644982,Low
97.45562377035971,33.13352513293463,Medium
116.20295631711899,34.35501629962759,High
114.92027358683383,34.11461054437115,High
129.79944138890025,32.87704582236664,High
92.90813876200998,33.08885050046663,Medium
91.85189491206089,32.58382221344789,Medium
72.6093294776672,32.20602655114886,Low
115.35263551971728,34.731033891572835,High
113.09661321916391,34.35246357369685,High
101.08452512144478,32.95164344406481,Medium
69.05548274064249,31.68502560412007,Low
99.800957867342,32.98265755630661,Medium
112.50963960443622,32.960752597979955,High
85.39602242565991,33.77525024640704,Medium
118.84065448939307,33.29583258073101,High
74.38806382371651,31.932851610301896,Low
76.53381976670485,31.470644591781387,Low
86.58270630790311,32.616101217447934,Medium
120.14438834058748,35.189790097818005,High
74.5297692385589,32.1082882706353,Low
110.0,33.84822818414502,Medium
63.6265536314353,31.953289410524473,Low
107.40867338446301,34.37504031929447,High
69.70636497381562,32.250147947379126,Low
100.77746290402325,33.3628994209441,High
76.99800345864465,32.420849293577575,Low
64.59602349730869,31.555042710106896,Low
69.90694854673893,32.44688933724914,Low
75.47699907107862,32.51677989638924,Low
68.7398917250082,32.07739285074789,Low
107.51513463443446,34.15346183917369,High
72.47269743281547,31.80181930847437,Low
71.74921772623034,32.24711731819387,Low
64.50375251357221,31.863965880174103,Low
72.4799408236422,32.788297643757275,Low
122.11614878088889,33.83072197077585,High
82.03408977030409,33.30796780347213,Medium
78.5189608338134,31.91465536524489,Low
75.65359095931828,31.996079461406097,Low
65.64383147135152,32.14469953744315,Low
80.97864505634327,32.22168541323805,Medium
72.64232543574852,31.434636189399072,Low
130.23124077269657,33.4491089945578,High
75.0,34.2,Medium
108.73909820548369,32.81858071978017,Medium
117.03463635867223,33.97375875412191,High
58.087017597793746,32.61468931944312,Low
73.37802865108387,31.840398658714584,Low
124.55142320501238,34.193630468082866,High
68.77552860328149,32.359682457231244,Low
86.70570828185289,33.83273722223129,Medium
119.91919171506505,34.279000717109014,High
98.86127698561616,32.681306436346745,Medium
93.94949769193529,33.3374097460833,Medium
87.19826498272964,32.87624068222425,Medium
90.3350219971418,33.214809109566296,Medium
89.51786594725235,33.444815397811716,Medium
91.83278724828682,32.78275188628384,Medium
88.47964410642413,32.68651647110612,Medium
67.48416171776412,31.941818932181413,Low
107.07127167737656,34.61451270737347,High
112.79030400466777,34.79206446849721,High
74.05150731309077,33.0,Low
82.34525831319061,32.38475183974783,Low
118.11250154543536,32.8,High
71.46028803410127,31.945790582663843,Low
96.76125620349531,33.70467372009279,Medium
72.67954284543629,32.13220480674873,Low
76.37967143435505,32.42475242881946,Low
118.32314011979592,33.947587457187176,High
98.60333079190424,33.723488942176864,Medium
92.55841667992016,32.96278328544998,Medium
109.00607354555977,33.70802217489383,High
99.84808937801448,34.4623539519438,High
91.12991881234514,33.773752600665034,Medium
83.95186094800238,32.777248739299615,Medium
95.0,35.034636388192325,High
80.74028980498755,34.2,Medium
78.40781482391452,31.893287595206893,Low
77.75331753062656,31.104989110946452,Low
97.96617560644845,34.13409039257416,High
68.0639872953132,32.43992605162159,Low
95.23985368768764,32.29666945157589,Medium
122.17542255795962,32.8,High
62.113874090652956,32.438124205517305,Low
85.45423453413223,34.14944906180963,Medium
92.6064364655498,32.49792961662396,Medium
66.12547733744152,31.88057719916738,Low
87.51855167842425,32.74197763589131,Medium
97.4367819914774,32.610847637298846,Medium
84.82196502811335,32.5406740267579,Medium
64.56387400391726,32.028896445639454,Low
69.74556938656028,32.13299308523478,Low
124.71570950954356,33.61493355178345,High
90.82354094798289,33.11710736626826,Medium
72.77645812796906,31.28780305470097,Low
113.8767195030917,33.95064536814203,High
97.29704539616837,32.33232782064495,Medium
86.7733661394103,32.622308533823336,Medium
93.49163451815542,33.49134549197276,Medium
63.81925373666328,32.426594980754416,Low
71.19046202328232,32.33841188006188,Low
110.0,33.15390088444603,Medium
72.09101324314535,31.60024086954038,Low
92.77596771994175,32.74135577494982,Medium
73.62577588012702,31.60206334106625,Low
93.7316687166558,32.51081361119248,Medium
83.37804177656555,33.17379085268084,Medium
116.15674634292859,34.102635017736,High
100.43041641627923,32.29576935181822,Medium
65.06624572408518,31.65467783088364,Low
97.02676407411424,32.85910769556975,Medium
84.96594729156257,31.35231597197897,Low
89.242694787397,31.593529928715732,Low
112.24948302848355,34.07045742820093,High
80.51310279056449,32.71876661205287,Medium
73.5922195422289,31.948896885319442,Low
69.8355133690415,31.905348815481172,Low
93.71274995304164,32.459468336200054,Medium
68.18932092832372,31.75653337955587,Low
74.19973132816692,31.660100139840655,Low
82.01773454428121,32.648411787437055,Medium
71.49592914893766,31.18284395916997,Low
96.12038149044838,31.95903529605814,Medium
126.19574911434577,34.418228060879365,High
69.25524292807489,32.56689297491606,Low
100.25972208440918,33.52682089830392,Medium
105.05929043145308,32.98250575475152,Medium
62.0267626965058,32.35676940086692,Low
97.4900815229961,32.32590728894714,Medium
91.5237971515056,33.06100490732268,Medium
105.35076539419896,33.692592984000626,High
70.36104130135574,31.880793577305887,Low
71.7570176120633,32.149227657572204,Low
66.96109054123704,31.741397135038287,Low
64.91018215765904,32.32541273443097,Low
108.00274492007415,34.10808664333581,High
89.6907308886389,33.2357077781932,Medium
82.66120899485618,32.35333615651076,Low
88.11709161736717,32.818193893893074,Medium
121.22849932347499,34.02554010148588,High
68.64578033508297,32.23039868560339,Low
58.56860149290671,32.39446454535933,Low
94.59333081990754,33.04114199463771,Medium
125.58424486849587,34.86103821607889,High
69.95814375144707,31.693057518703018,Low
101.19898541785109,34.389596046014645,High
95.0,33.62542158838882,High
63.943044958043885,31.36760590295258,Low
77.37204310407036,31.711204153644083,Low
120.04046515517844,34.79407053224029,High
73.80285273505935,31.299575887993075,Low
58.28230913284157,31.92695000509658,Low
75.31683044638251,32.0891437108005,Low
123.81639756949451,34.01478721144699,High
79.99975970160514,32.31645415428152,Low
70.65347324653214,33.0,Low
77.79028274325216,31.749982490584106,Low
99.67416660868166,32.63453498002904,Medium
65.99989710508602,31.591926702952247,Low
73.81917955973897,31.989415621161328,Low
85.81592172915627,34.00510226938317,Medium
106.01585328651642,34.45126519965855,High
95.0825390378307,32.845226780343005,Medium
110.49934528520757,34.10510448741095,High
95.69682779410617,32.21488764005477,Medium
109.69742381627559,33.95481685188409,High
81.149999279977,32.851059686380225,Low
88.79023622491331,32.806149220032005,Medium
79.02473028524417,31.64636116008717,Low
96.56712408554533,33.10550873360131,Medium
70.2822831879799,31.0,Low
106.38715798671737,33.62490866360121,High
85.8612194968956,33.89727893175889,Medium
99.05572341205632,34.202770319880095,High
101.30531001723968,33.31620386952776,Medium
71.47887858963684,32.77321994017014,Low
106.12363392224877,32.69424109850402,Medium
77.47276010244117,31.97727439361355,Low
67.08562834285853,32.31554092158588,Low
67.23982694895057,31.979000089250327,Low
92.10073920625436,33.167228394993515,Medium
122.57507710047305,34.99051723810095,High
68.37210847208446,33.0,Low
89.32399011327242,32.637128093423264,Medium
74.88946648855548,32.14789360246135,Low
66.25522377153803,31.855458852989806,Low
82.85623761735502,32.90754893177851,Medium
86.27757032592025,32.73012015984532,Medium
55.0,32.47323251153257,Low
145.0,33.128853447082854,High
94.58174848270471,32.72388847785952,Medium
81.91292836531964,32.538383376944545,Medium
77.26353122880742,32.20074781092561,Low
90.25855037418224,32.90656417791932,Medium
97.0370307353889,33.01487806974787,Medium
88.12612741707,34.2,Medium
91.84787033677848,33.71025212399493,Medium
127.37816311973462,33.55068538095702,High
100.71160477573893,32.90800833182366,Medium
90.72049176029259,33.59450826555378,Medium
109.1515527146026,33.51457781866282,Medium
95.0,33.730808306614975,High
84.14793079161639,33.3109049811086,Medium
73.46204516503329,31.712813985622223,Low
84.92914051039094,33.16306651112106,Medium
63.38394978496231,31.517214552571374,Low
97.5211519336889,32.6936056547578,Medium
82.3976287435538,33.25882951023456,Medium
114.44452301103381,33.6897567530948,High
90.78571923971533,33.41696107727445,Medium
78.82881588985651,31.910556983630883,Low
71.81440287185548,32.074986898090295,Low
75.59287203179349,31.714762278341013,Low
131.28615545571293,33.43832195057811,High
83.05448970855174,31.83342273409251,Low
96.15477211392938,33.10146151042565,Medium
80.4153252680214,33.14458432195391,Medium
95.30345163420499,33.49216119923829,Medium
63.66087551958146,32.189138142345534,Low
73.75344995242114,32.9320302427254,Low
82.17473854010122,32.88852169954063,Low
133.31458765854353,34.64311257474512,High
70.43576050271905,31.550042485998627,Low
104.40786478111049,34.13383669712748,High
68.75607615031277,32.22170557160093,Low
